x,y,R,G,B,Value,Domain
1632,110,231,228,25,1.91,7
1633,110,218,215,23,1.91,7
780,111,94,201,97,1.88,8
781,111,94,201,97,1.88,8
782,111,94,201,97,1.88,8
1594,111,218,215,23,1.91,7
1595,111,231,228,25,1.91,7
1596,111,231,228,25,1.91,7
1597,111,231,228,25,1.91,7
1598,111,231,228,25,1.91,7
1599,111,231,228,25,1.91,7
1600,111,231,228,25,1.91,7
1601,111,231,228,25,1.91,7
1602,111,231,228,25,1.91,7
1603,111,231,228,25,1.91,7
1604,111,231,228,25,1.91,7
1605,111,231,228,25,1.91,7
1606,111,231,228,25,1.91,7
1607,111,231,228,25,1.91,7
1608,111,231,228,25,1.91,7
1609,111,231,228,25,1.91,7
1610,111,231,228,25,1.91,7
1611,111,231,228,25,1.91,7
1612,111,231,228,25,1.91,7
1613,111,231,228,25,1.91,7
1614,111,231,228,25,1.91,7
1615,111,231,228,25,1.91,7
1616,111,231,228,25,1.91,7
1617,111,231,228,25,1.91,7
1618,111,231,228,25,1.91,7
1619,111,231,228,25,1.91,7
1620,111,231,228,25,1.91,7
1621,111,231,228,25,1.91,7
1622,111,231,228,25,1.91,7
1623,111,231,228,25,1.91,7
1624,111,231,228,25,1.91,7
1625,111,231,228,25,1.91,7
1626,111,231,228,25,1.91,7
1627,111,231,228,25,1.91,7
1628,111,231,228,25,1.91,7
1629,111,231,228,25,1.91,7
1630,111,231,228,25,1.91,7
1631,111,231,228,25,1.91,7
1632,111,231,228,25,1.91,7
1633,111,218,215,23,1.91,7
780,112,94,201,97,1.88,8
781,112,94,201,97,1.88,8
782,112,94,201,97,1.88,8
1594,112,216,215,23,1.91,7
1595,112,229,228,25,1.91,7
1596,112,229,228,25,1.91,7
1597,112,229,228,25,1.91,7
1598,112,229,228,25,1.91,7
1599,112,229,228,25,1.91,7
1600,112,229,228,25,1.91,7
1601,112,229,228,25,1.91,7
1602,112,229,228,25,1.91,7
1603,112,229,228,25,1.91,7
1604,112,229,228,25,1.91,7
1605,112,229,228,25,1.91,7
1606,112,229,228,25,1.91,7
1607,112,229,228,25,1.91,7
1608,112,229,228,25,1.91,7
1609,112,229,228,25,1.91,7
1610,112,229,228,25,1.91,7
1611,112,229,228,25,1.91,7
1612,112,229,228,25,1.91,7
1613,112,229,228,25,1.91,7
1614,112,229,228,25,1.91,7
1615,112,229,228,25,1.91,7
1616,112,229,228,25,1.91,7
1617,112,229,228,25,1.91,7
1618,112,229,228,25,1.91,7
1619,112,229,228,25,1.91,7
1620,112,229,228,25,1.91,7
1621,112,229,228,25,1.91,7
1622,112,229,228,25,1.91,7
1623,112,229,228,25,1.91,7
1624,112,229,228,25,1.91,7
1625,112,229,228,25,1.91,7
1626,112,229,228,25,1.91,7
1627,112,229,228,25,1.91,7
1628,112,229,228,25,1.91,7
1629,112,229,228,25,1.91,7
1630,112,229,228,25,1.91,7
1631,112,229,228,25,1.91,7
1632,112,229,228,25,1.91,7
1633,112,216,215,23,1.91,7
780,113,94,201,97,1.88,8
781,113,94,201,97,1.88,8
782,113,94,201,97,1.88,8
1594,113,216,215,23,1.91,7
1595,113,229,228,25,1.91,7
1596,113,229,228,25,1.91,7
1597,113,229,228,25,1.91,7
1598,113,229,228,25,1.91,7
1599,113,229,228,25,1.91,7
1600,113,229,228,25,1.91,7
1601,113,229,228,25,1.91,7
1602,113,229,228,25,1.91,7
1603,113,229,228,25,1.91,7
1604,113,229,228,25,1.91,7
1605,113,229,228,25,1.91,7
1606,113,229,228,25,1.91,7
1607,113,229,228,25,1.91,7
1608,113,229,228,25,1.91,7
1609,113,229,228,25,1.91,7
1610,113,229,228,25,1.91,7
1611,113,229,228,25,1.91,7
1612,113,229,228,25,1.91,7
1613,113,229,228,25,1.91,7
1614,113,229,228,25,1.91,7
1615,113,229,228,25,1.91,7
1616,113,229,228,25,1.91,7
1617,113,229,228,25,1.91,7
1618,113,229,228,25,1.91,7
1619,113,229,228,25,1.91,7
1620,113,229,228,25,1.91,7
1621,113,229,228,25,1.91,7
1622,113,229,228,25,1.91,7
1623,113,229,228,25,1.91,7
1624,113,229,228,25,1.91,7
1625,113,229,228,25,1.91,7
1626,113,229,228,25,1.91,7
1627,113,229,228,25,1.91,7
1628,113,229,228,25,1.91,7
1629,113,229,228,25,1.91,7
1630,113,229,228,25,1.91,7
1631,113,229,228,25,1.91,7
1632,113,229,228,25,1.91,7
1633,113,216,215,23,1.91,7
783,114,98,202,95,1.88,8
784,114,98,202,95,1.88,8
785,114,98,202,95,1.88,8
827,114,91,200,98,1.88,8
828,114,91,200,98,1.88,8
829,114,91,200,98,1.88,8
830,114,91,200,98,1.88,8
1594,114,216,215,23,1.91,7
1595,114,229,228,25,1.91,7
1596,114,229,228,25,1.91,7
1597,114,229,228,25,1.91,7
1598,114,229,228,25,1.91,7
1599,114,229,228,25,1.91,7
1600,114,229,228,25,1.91,7
1601,114,229,228,25,1.91,7
1602,114,229,228,25,1.91,7
1603,114,229,228,25,1.91,7
1604,114,229,228,25,1.91,7
1605,114,229,228,25,1.91,7
1606,114,229,228,25,1.91,7
1607,114,229,228,25,1.91,7
1608,114,229,228,25,1.91,7
1609,114,229,228,25,1.91,7
1610,114,229,228,25,1.91,7
1611,114,229,228,25,1.91,7
1612,114,229,228,25,1.91,7
1613,114,229,228,25,1.91,7
1614,114,229,228,25,1.91,7
1615,114,229,228,25,1.91,7
1616,114,229,228,25,1.91,7
1617,114,229,228,25,1.91,7
1618,114,229,228,25,1.91,7
1619,114,229,228,25,1.91,7
1620,114,229,228,25,1.91,7
1621,114,229,228,25,1.91,7
1622,114,229,228,25,1.91,7
1623,114,229,228,25,1.91,7
1624,114,229,228,25,1.91,7
1625,114,229,228,25,1.91,7
1626,114,229,228,25,1.91,7
1627,114,229,228,25,1.91,7
1628,114,229,228,25,1.91,7
1629,114,229,228,25,1.91,7
1630,114,229,228,25,1.91,7
1631,114,229,228,25,1.91,7
1632,114,229,228,25,1.91,7
1633,114,216,215,23,1.91,7
783,115,98,202,95,1.88,8
784,115,98,202,95,1.88,8
785,115,98,202,95,1.88,8
827,115,91,200,98,1.88,8
828,115,91,200,98,1.88,8
829,115,91,200,98,1.88,8
830,115,91,200,98,1.88,8
1594,115,213,215,22,1.91,7
1595,115,226,228,24,1.91,7
1596,115,226,228,24,1.91,7
1597,115,226,228,24,1.91,7
1598,115,226,228,24,1.91,7
1599,115,226,228,24,1.91,7
1600,115,226,228,24,1.91,7
1601,115,226,228,24,1.91,7
1602,115,226,228,24,1.91,7
1603,115,226,228,24,1.91,7
1604,115,226,228,24,1.91,7
1605,115,226,228,24,1.91,7
1606,115,226,228,24,1.91,7
1607,115,226,228,24,1.91,7
1608,115,226,228,24,1.91,7
1609,115,226,228,24,1.91,7
1610,115,226,228,24,1.91,7
1611,115,226,228,24,1.91,7
1612,115,226,228,24,1.91,7
1613,115,226,228,24,1.91,7
1614,115,226,228,24,1.91,7
1615,115,226,228,24,1.91,7
1616,115,226,228,24,1.91,7
1617,115,226,228,24,1.91,7
1618,115,226,228,24,1.91,7
1619,115,226,228,24,1.91,7
1620,115,226,228,24,1.91,7
1621,115,226,228,24,1.91,7
1622,115,226,228,24,1.91,7
1623,115,226,228,24,1.91,7
1624,115,226,228,24,1.91,7
1625,115,226,228,24,1.91,7
1626,115,226,228,24,1.91,7
1627,115,226,228,24,1.91,7
1628,115,226,228,24,1.91,7
1629,115,226,228,24,1.91,7
1630,115,226,228,24,1.91,7
1631,115,226,228,24,1.91,7
1632,115,226,228,24,1.91,7
1633,115,213,215,22,1.91,7
783,116,98,202,95,1.88,8
784,116,98,202,95,1.88,8
785,116,98,202,95,1.88,8
827,116,91,200,98,1.88,8
828,116,91,200,98,1.88,8
829,116,91,200,98,1.88,8
830,116,91,200,98,1.88,8
1594,116,213,215,22,1.91,7
1595,116,226,228,24,1.91,7
1596,116,226,228,24,1.91,7
1597,116,226,228,24,1.91,7
1598,116,226,228,24,1.91,7
1599,116,226,228,24,1.91,7
1600,116,226,228,24,1.91,7
1601,116,226,228,24,1.91,7
1602,116,226,228,24,1.91,7
1603,116,226,228,24,1.91,7
1604,116,226,228,24,1.91,7
1605,116,226,228,24,1.91,7
1606,116,226,228,24,1.91,7
1607,116,226,228,24,1.91,7
1608,116,226,228,24,1.91,7
1609,116,226,228,24,1.91,7
1610,116,226,228,24,1.91,7
1611,116,226,228,24,1.91,7
1612,116,226,228,24,1.91,7
1613,116,226,228,24,1.91,7
1614,116,226,228,24,1.91,7
1615,116,226,228,24,1.91,7
1616,116,226,228,24,1.91,7
1617,116,226,228,24,1.91,7
1618,116,226,228,24,1.91,7
1619,116,226,228,24,1.91,7
1620,116,226,228,24,1.91,7
1621,116,226,228,24,1.91,7
1622,116,226,228,24,1.91,7
1623,116,226,228,24,1.91,7
1624,116,226,228,24,1.91,7
1625,116,226,228,24,1.91,7
1626,116,226,228,24,1.91,7
1627,116,226,228,24,1.91,7
1628,116,226,228,24,1.91,7
1629,116,226,228,24,1.91,7
1630,116,226,228,24,1.91,7
1631,116,226,228,24,1.91,7
1632,116,226,228,24,1.91,7
1633,116,213,215,22,1.91,7
783,117,94,201,97,1.88,8
784,117,94,201,97,1.88,8
785,117,94,201,97,1.88,8
824,117,91,200,98,1.88,8
825,117,91,200,98,1.88,8
826,117,91,200,98,1.88,8
1594,117,213,215,22,1.91,7
1595,117,226,228,24,1.91,7
1596,117,226,228,24,1.91,7
1597,117,226,228,24,1.91,7
1598,117,226,228,24,1.91,7
1599,117,226,228,24,1.91,7
1600,117,226,228,24,1.91,7
1601,117,226,228,24,1.91,7
1602,117,226,228,24,1.91,7
1603,117,226,228,24,1.91,7
1604,117,226,228,24,1.91,7
1605,117,226,228,24,1.91,7
1606,117,226,228,24,1.91,7
1607,117,226,228,24,1.91,7
1608,117,226,228,24,1.91,7
1609,117,226,228,24,1.91,7
1610,117,226,228,24,1.91,7
1611,117,226,228,24,1.91,7
1612,117,226,228,24,1.91,7
1613,117,226,228,24,1.91,7
1614,117,226,228,24,1.91,7
1615,117,226,228,24,1.91,7
1616,117,226,228,24,1.91,7
1617,117,226,228,24,1.91,7
1618,117,226,228,24,1.91,7
1619,117,226,228,24,1.91,7
1620,117,226,228,24,1.91,7
1621,117,226,228,24,1.91,7
1622,117,226,228,24,1.91,7
1623,117,226,228,24,1.91,7
1624,117,226,228,24,1.91,7
1625,117,226,228,24,1.91,7
1626,117,226,228,24,1.91,7
1627,117,226,228,24,1.91,7
1628,117,226,228,24,1.91,7
1629,117,226,228,24,1.91,7
1630,117,226,228,24,1.91,7
1631,117,226,228,24,1.91,7
1632,117,226,228,24,1.91,7
1633,117,213,215,22,1.91,7
783,118,94,201,97,1.88,8
784,118,94,201,97,1.88,8
785,118,94,201,97,1.88,8
824,118,91,200,98,1.88,8
825,118,91,200,98,1.88,8
826,118,91,200,98,1.88,8
1594,118,210,214,22,1.91,7
1595,118,223,227,24,1.91,7
1596,118,223,227,24,1.91,7
1597,118,223,227,24,1.91,7
1598,118,223,227,24,1.91,7
1599,118,223,227,24,1.91,7
1600,118,223,227,24,1.91,7
1601,118,223,227,24,1.91,7
1602,118,223,227,24,1.91,7
1603,118,223,227,24,1.91,7
1604,118,223,227,24,1.91,7
1605,118,223,227,24,1.91,7
1606,118,223,227,24,1.91,7
1607,118,223,227,24,1.91,7
1608,118,223,227,24,1.91,7
1609,118,223,227,24,1.91,7
1610,118,223,227,24,1.91,7
1611,118,223,227,24,1.91,7
1612,118,223,227,24,1.91,7
1613,118,223,227,24,1.91,7
1614,118,223,227,24,1.91,7
1615,118,223,227,24,1.91,7
1616,118,223,227,24,1.91,7
1617,118,223,227,24,1.91,7
1618,118,223,227,24,1.91,7
1619,118,223,227,24,1.91,7
1620,118,223,227,24,1.91,7
1621,118,223,227,24,1.91,7
1622,118,223,227,24,1.91,7
1623,118,223,227,24,1.91,7
1624,118,223,227,24,1.91,7
1625,118,223,227,24,1.91,7
1626,118,223,227,24,1.91,7
1627,118,223,227,24,1.91,7
1628,118,223,227,24,1.91,7
1629,118,223,227,24,1.91,7
1630,118,223,227,24,1.91,7
1631,118,223,227,24,1.91,7
1632,118,223,227,24,1.91,7
1633,118,210,214,22,1.91,7
783,119,94,201,97,1.88,8
784,119,94,201,97,1.88,8
785,119,94,201,97,1.88,8
824,119,91,200,98,1.88,8
825,119,91,200,98,1.88,8
826,119,91,200,98,1.88,8
1594,119,210,214,22,1.91,7
1595,119,223,227,24,1.91,7
1596,119,223,227,24,1.91,7
1597,119,223,227,24,1.91,7
1598,119,223,227,24,1.91,7
1599,119,223,227,24,1.91,7
1600,119,223,227,24,1.91,7
1601,119,223,227,24,1.91,7
1602,119,223,227,24,1.91,7
1603,119,223,227,24,1.91,7
1604,119,223,227,24,1.91,7
1605,119,223,227,24,1.91,7
1606,119,223,227,24,1.91,7
1607,119,223,227,24,1.91,7
1608,119,223,227,24,1.91,7
1609,119,223,227,24,1.91,7
1610,119,223,227,24,1.91,7
1611,119,223,227,24,1.91,7
1612,119,223,227,24,1.91,7
1613,119,223,227,24,1.91,7
1614,119,223,227,24,1.91,7
1615,119,223,227,24,1.91,7
1616,119,223,227,24,1.91,7
1617,119,223,227,24,1.91,7
1618,119,223,227,24,1.91,7
1619,119,223,227,24,1.91,7
1620,119,223,227,24,1.91,7
1621,119,223,227,24,1.91,7
1622,119,223,227,24,1.91,7
1623,119,223,227,24,1.91,7
1624,119,223,227,24,1.91,7
1625,119,223,227,24,1.91,7
1626,119,223,227,24,1.91,7
1627,119,223,227,24,1.91,7
1628,119,223,227,24,1.91,7
1629,119,223,227,24,1.91,7
1630,119,223,227,24,1.91,7
1631,119,223,227,24,1.91,7
1632,119,223,227,24,1.91,7
1633,119,210,214,22,1.91,7
786,120,94,201,97,1.88,8
787,120,94,201,97,1.88,8
788,120,94,201,97,1.88,8
818,120,98,202,95,1.88,8
819,120,98,202,95,1.88,8
820,120,98,202,95,1.88,8
1594,120,210,214,22,1.91,7
1595,120,223,227,24,1.91,7
1596,120,223,227,24,1.91,7
1597,120,223,227,24,1.91,7
1598,120,223,227,24,1.91,7
1599,120,223,227,24,1.91,7
1600,120,223,227,24,1.91,7
1601,120,223,227,24,1.91,7
1602,120,223,227,24,1.91,7
1603,120,223,227,24,1.91,7
1604,120,223,227,24,1.91,7
1605,120,223,227,24,1.91,7
1606,120,223,227,24,1.91,7
1607,120,223,227,24,1.91,7
1608,120,223,227,24,1.91,7
1609,120,223,227,24,1.91,7
1610,120,223,227,24,1.91,7
1611,120,223,227,24,1.91,7
1612,120,223,227,24,1.91,7
1613,120,223,227,24,1.91,7
1614,120,223,227,24,1.91,7
1615,120,223,227,24,1.91,7
1616,120,223,227,24,1.91,7
1617,120,223,227,24,1.91,7
1618,120,223,227,24,1.91,7
1619,120,223,227,24,1.91,7
1620,120,223,227,24,1.91,7
1621,120,223,227,24,1.91,7
1622,120,223,227,24,1.91,7
1623,120,223,227,24,1.91,7
1624,120,223,227,24,1.91,7
1625,120,223,227,24,1.91,7
1626,120,223,227,24,1.91,7
1627,120,223,227,24,1.91,7
1628,120,223,227,24,1.91,7
1629,120,223,227,24,1.91,7
1630,120,223,227,24,1.91,7
1631,120,223,227,24,1.91,7
1632,120,223,227,24,1.91,7
1633,120,210,214,22,1.91,7
786,121,94,201,97,1.88,8
787,121,94,201,97,1.88,8
788,121,94,201,97,1.88,8
818,121,98,202,95,1.88,8
819,121,98,202,95,1.88,8
820,121,98,202,95,1.88,8
1594,121,208,214,22,1.91,7
1595,121,221,227,24,1.91,7
1596,121,221,227,24,1.91,7
1597,121,221,227,24,1.91,7
1598,121,221,227,24,1.91,7
1599,121,221,227,24,1.91,7
1600,121,221,227,24,1.91,7
1601,121,221,227,24,1.91,7
1602,121,221,227,24,1.91,7
1603,121,221,227,24,1.91,7
1604,121,221,227,24,1.91,7
1605,121,221,227,24,1.91,7
1606,121,221,227,24,1.91,7
1607,121,221,227,24,1.91,7
1608,121,221,227,24,1.91,7
1609,121,221,227,24,1.91,7
1610,121,221,227,24,1.91,7
1611,121,221,227,24,1.91,7
1612,121,221,227,24,1.91,7
1613,121,221,227,24,1.91,7
1614,121,221,227,24,1.91,7
1615,121,221,227,24,1.91,7
1616,121,221,227,24,1.91,7
1617,121,221,227,24,1.91,7
1618,121,221,227,24,1.91,7
1619,121,221,227,24,1.91,7
1620,121,221,227,24,1.91,7
1621,121,221,227,24,1.91,7
1622,121,221,227,24,1.91,7
1623,121,221,227,24,1.91,7
1624,121,221,227,24,1.91,7
1625,121,221,227,24,1.91,7
1626,121,221,227,24,1.91,7
1627,121,221,227,24,1.91,7
1628,121,221,227,24,1.91,7
1629,121,221,227,24,1.91,7
1630,121,221,227,24,1.91,7
1631,121,221,227,24,1.91,7
1632,121,221,227,24,1.91,7
1633,121,208,214,22,1.91,7
786,122,94,201,97,1.88,8
787,122,94,201,97,1.88,8
788,122,94,201,97,1.88,8
818,122,98,202,95,1.88,8
819,122,98,202,95,1.88,8
820,122,98,202,95,1.88,8
1594,122,208,214,22,1.91,7
1595,122,221,227,24,1.91,7
1596,122,221,227,24,1.91,7
1597,122,221,227,24,1.91,7
1598,122,221,227,24,1.91,7
1599,122,221,227,24,1.91,7
1600,122,221,227,24,1.91,7
1601,122,221,227,24,1.91,7
1602,122,221,227,24,1.91,7
1603,122,221,227,24,1.91,7
1604,122,221,227,24,1.91,7
1605,122,221,227,24,1.91,7
1606,122,221,227,24,1.91,7
1607,122,221,227,24,1.91,7
1608,122,221,227,24,1.91,7
1609,122,221,227,24,1.91,7
1610,122,221,227,24,1.91,7
1611,122,221,227,24,1.91,7
1612,122,221,227,24,1.91,7
1613,122,221,227,24,1.91,7
1614,122,221,227,24,1.91,7
1615,122,221,227,24,1.91,7
1616,122,221,227,24,1.91,7
1617,122,221,227,24,1.91,7
1618,122,221,227,24,1.91,7
1619,122,221,227,24,1.91,7
1620,122,221,227,24,1.91,7
1621,122,221,227,24,1.91,7
1622,122,221,227,24,1.91,7
1623,122,221,227,24,1.91,7
1624,122,221,227,24,1.91,7
1625,122,221,227,24,1.91,7
1626,122,221,227,24,1.91,7
1627,122,221,227,24,1.91,7
1628,122,221,227,24,1.91,7
1629,122,221,227,24,1.91,7
1630,122,221,227,24,1.91,7
1631,122,221,227,24,1.91,7
1632,122,221,227,24,1.91,7
1633,122,208,214,22,1.91,7
786,123,94,201,97,1.88,8
787,123,94,201,97,1.88,8
788,123,94,201,97,1.88,8
818,123,98,202,95,1.88,8
819,123,98,202,95,1.88,8
820,123,98,202,95,1.88,8
1594,123,208,214,22,1.91,7
1595,123,221,227,24,1.91,7
1596,123,221,227,24,1.91,7
1597,123,221,227,24,1.91,7
1598,123,221,227,24,1.91,7
1599,123,221,227,24,1.91,7
1600,123,221,227,24,1.91,7
1601,123,221,227,24,1.91,7
1602,123,221,227,24,1.91,7
1603,123,221,227,24,1.91,7
1604,123,221,227,24,1.91,7
1605,123,221,227,24,1.91,7
1606,123,221,227,24,1.91,7
1607,123,221,227,24,1.91,7
1608,123,221,227,24,1.91,7
1609,123,221,227,24,1.91,7
1610,123,221,227,24,1.91,7
1611,123,221,227,24,1.91,7
1612,123,221,227,24,1.91,7
1613,123,221,227,24,1.91,7
1614,123,221,227,24,1.91,7
1615,123,221,227,24,1.91,7
1616,123,221,227,24,1.91,7
1617,123,221,227,24,1.91,7
1618,123,221,227,24,1.91,7
1619,123,221,227,24,1.91,7
1620,123,221,227,24,1.91,7
1621,123,221,227,24,1.91,7
1622,123,221,227,24,1.91,7
1623,123,221,227,24,1.91,7
1624,123,221,227,24,1.91,7
1625,123,221,227,24,1.91,7
1626,123,221,227,24,1.91,7
1627,123,221,227,24,1.91,7
1628,123,221,227,24,1.91,7
1629,123,221,227,24,1.91,7
1630,123,221,227,24,1.91,7
1631,123,221,227,24,1.91,7
1632,123,221,227,24,1.91,7
1633,123,208,214,22,1.91,7
789,124,94,201,97,1.88,8
790,124,94,201,97,1.88,8
791,124,94,201,97,1.88,8
792,124,98,202,95,1.88,8
793,124,98,202,95,1.88,8
794,124,98,202,95,1.88,8
795,124,98,202,95,1.88,8
811,124,98,202,95,1.88,8
812,124,98,202,95,1.88,8
813,124,98,202,95,1.88,8
814,124,98,202,95,1.88,8
815,124,91,200,98,1.88,8
816,124,91,200,98,1.88,8
817,124,91,200,98,1.88,8
1594,124,208,214,22,1.91,7
1595,124,221,227,24,1.91,7
1596,124,221,227,24,1.91,7
1597,124,221,227,24,1.91,7
1598,124,221,227,24,1.91,7
1599,124,221,227,24,1.91,7
1600,124,221,227,24,1.91,7
1601,124,221,227,24,1.91,7
1602,124,221,227,24,1.91,7
1603,124,221,227,24,1.91,7
1604,124,221,227,24,1.91,7
1605,124,221,227,24,1.91,7
1606,124,221,227,24,1.91,7
1607,124,221,227,24,1.91,7
1608,124,221,227,24,1.91,7
1609,124,221,227,24,1.91,7
1610,124,221,227,24,1.91,7
1611,124,221,227,24,1.91,7
1612,124,221,227,24,1.91,7
1613,124,221,227,24,1.91,7
1614,124,221,227,24,1.91,7
1615,124,221,227,24,1.91,7
1616,124,221,227,24,1.91,7
1617,124,221,227,24,1.91,7
1618,124,221,227,24,1.91,7
1619,124,221,227,24,1.91,7
1620,124,221,227,24,1.91,7
1621,124,221,227,24,1.91,7
1622,124,221,227,24,1.91,7
1623,124,221,227,24,1.91,7
1624,124,221,227,24,1.91,7
1625,124,221,227,24,1.91,7
1626,124,221,227,24,1.91,7
1627,124,221,227,24,1.91,7
1628,124,221,227,24,1.91,7
1629,124,221,227,24,1.91,7
1630,124,221,227,24,1.91,7
1631,124,221,227,24,1.91,7
1632,124,221,227,24,1.91,7
1633,124,208,214,22,1.91,7
789,125,94,201,97,1.88,8
790,125,94,201,97,1.88,8
791,125,94,201,97,1.88,8
792,125,98,202,95,1.88,8
793,125,98,202,95,1.88,8
794,125,98,202,95,1.88,8
795,125,98,202,95,1.88,8
811,125,98,202,95,1.88,8
812,125,98,202,95,1.88,8
813,125,98,202,95,1.88,8
814,125,98,202,95,1.88,8
815,125,91,200,98,1.88,8
816,125,91,200,98,1.88,8
817,125,91,200,98,1.88,8
1594,125,206,214,23,1.91,7
1595,125,218,227,25,1.91,7
1596,125,218,227,25,1.91,7
1597,125,218,227,25,1.91,7
1598,125,218,227,25,1.91,7
1599,125,218,227,25,1.91,7
1600,125,218,227,25,1.91,7
1601,125,218,227,25,1.91,7
1602,125,218,227,25,1.91,7
1603,125,218,227,25,1.91,7
1604,125,218,227,25,1.91,7
1605,125,218,227,25,1.91,7
1606,125,218,227,25,1.91,7
1607,125,218,227,25,1.91,7
1608,125,218,227,25,1.91,7
1609,125,218,227,25,1.91,7
1610,125,218,227,25,1.91,7
1611,125,218,227,25,1.91,7
1612,125,218,227,25,1.91,7
1613,125,218,227,25,1.91,7
1614,125,218,227,25,1.91,7
1615,125,218,227,25,1.91,7
1616,125,218,227,25,1.91,7
1617,125,218,227,25,1.91,7
1618,125,218,227,25,1.91,7
1619,125,218,227,25,1.91,7
1620,125,218,227,25,1.91,7
1621,125,218,227,25,1.91,7
1622,125,218,227,25,1.91,7
1623,125,218,227,25,1.91,7
1624,125,218,227,25,1.91,7
1625,125,218,227,25,1.91,7
1626,125,218,227,25,1.91,7
1627,125,218,227,25,1.91,7
1628,125,218,227,25,1.91,7
1629,125,218,227,25,1.91,7
1630,125,218,227,25,1.91,7
1631,125,218,227,25,1.91,7
1632,125,218,227,25,1.91,7
1633,125,206,214,23,1.91,7
789,126,94,201,97,1.88,8
790,126,94,201,97,1.88,8
791,126,94,201,97,1.88,8
792,126,98,202,95,1.88,8
793,126,98,202,95,1.88,8
794,126,98,202,95,1.88,8
795,126,98,202,95,1.88,8
811,126,98,202,95,1.88,8
812,126,98,202,95,1.88,8
813,126,98,202,95,1.88,8
814,126,98,202,95,1.88,8
815,126,91,200,98,1.88,8
816,126,91,200,98,1.88,8
817,126,91,200,98,1.88,8
1594,126,206,214,23,1.91,7
1595,126,218,227,25,1.91,7
1596,126,218,227,25,1.91,7
1597,126,218,227,25,1.91,7
1598,126,218,227,25,1.91,7
1599,126,218,227,25,1.91,7
1600,126,218,227,25,1.91,7
1601,126,218,227,25,1.91,7
1602,126,218,227,25,1.91,7
1603,126,218,227,25,1.91,7
1604,126,218,227,25,1.91,7
1605,126,218,227,25,1.91,7
1606,126,218,227,25,1.91,7
1607,126,218,227,25,1.91,7
1608,126,218,227,25,1.91,7
1609,126,218,227,25,1.91,7
1610,126,218,227,25,1.91,7
1611,126,218,227,25,1.91,7
1612,126,218,227,25,1.91,7
1613,126,218,227,25,1.91,7
1614,126,218,227,25,1.91,7
1615,126,218,227,25,1.91,7
1616,126,218,227,25,1.91,7
1617,126,218,227,25,1.91,7
1618,126,218,227,25,1.91,7
1619,126,218,227,25,1.91,7
1620,126,218,227,25,1.91,7
1621,126,218,227,25,1.91,7
1622,126,218,227,25,1.91,7
1623,126,218,227,25,1.91,7
1624,126,218,227,25,1.91,7
1625,126,218,227,25,1.91,7
1626,126,218,227,25,1.91,7
1627,126,218,227,25,1.91,7
1628,126,218,227,25,1.91,7
1629,126,218,227,25,1.91,7
1630,126,218,227,25,1.91,7
1631,126,218,227,25,1.91,7
1632,126,218,227,25,1.91,7
1633,126,206,214,23,1.91,7
792,127,91,200,98,1.88,8
793,127,91,200,98,1.88,8
794,127,91,200,98,1.88,8
795,127,91,200,98,1.88,8
796,127,94,201,97,1.88,8
797,127,94,201,97,1.88,8
798,127,94,201,97,1.88,8
799,127,94,201,97,1.88,8
800,127,94,201,97,1.88,8
801,127,94,201,97,1.88,8
802,127,94,201,97,1.88,8
803,127,94,201,97,1.88,8
804,127,94,201,97,1.88,8
805,127,94,201,97,1.88,8
806,127,94,201,97,1.88,8
807,127,94,201,97,1.88,8
1594,127,206,214,23,1.91,7
1595,127,218,227,25,1.91,7
1596,127,218,227,25,1.91,7
1597,127,218,227,25,1.91,7
1598,127,218,227,25,1.91,7
1599,127,218,227,25,1.91,7
1600,127,218,227,25,1.91,7
1601,127,218,227,25,1.91,7
1602,127,218,227,25,1.91,7
1603,127,218,227,25,1.91,7
1604,127,218,227,25,1.91,7
1605,127,218,227,25,1.91,7
1606,127,218,227,25,1.91,7
1607,127,218,227,25,1.91,7
1608,127,218,227,25,1.91,7
1609,127,218,227,25,1.91,7
1610,127,218,227,25,1.91,7
1611,127,218,227,25,1.91,7
1612,127,218,227,25,1.91,7
1613,127,218,227,25,1.91,7
1614,127,218,227,25,1.91,7
1615,127,218,227,25,1.91,7
1616,127,218,227,25,1.91,7
1617,127,218,227,25,1.91,7
1618,127,218,227,25,1.91,7
1619,127,218,227,25,1.91,7
1620,127,218,227,25,1.91,7
1621,127,218,227,25,1.91,7
1622,127,218,227,25,1.91,7
1623,127,218,227,25,1.91,7
1624,127,218,227,25,1.91,7
1625,127,218,227,25,1.91,7
1626,127,218,227,25,1.91,7
1627,127,218,227,25,1.91,7
1628,127,218,227,25,1.91,7
1629,127,218,227,25,1.91,7
1630,127,218,227,25,1.91,7
1631,127,218,227,25,1.91,7
1632,127,218,227,25,1.91,7
1633,127,206,214,23,1.91,7
792,128,91,200,98,1.88,8
793,128,91,200,98,1.88,8
794,128,91,200,98,1.88,8
795,128,91,200,98,1.88,8
796,128,94,201,97,1.88,8
797,128,94,201,97,1.88,8
798,128,94,201,97,1.88,8
799,128,94,201,97,1.88,8
800,128,94,201,97,1.88,8
801,128,94,201,97,1.88,8
802,128,94,201,97,1.88,8
803,128,94,201,97,1.88,8
804,128,94,201,97,1.88,8
805,128,94,201,97,1.88,8
806,128,94,201,97,1.88,8
807,128,94,201,97,1.88,8
1594,128,204,213,23,1.91,7
1595,128,216,226,25,1.91,7
1596,128,216,226,25,1.91,7
