x,y,R,G,B,Value,Domain
770,81,78,186,97,1.88,0
771,81,78,186,97,1.88,0
772,81,78,186,97,1.88,0
773,81,92,190,89,1.88,0
774,81,92,190,89,1.88,0
775,81,92,190,89,1.88,0
796,81,215,214,22,1.91,1
797,81,215,214,22,1.91,1
798,81,215,214,22,1.91,1
799,81,224,216,25,1.91,1
800,81,224,216,25,1.91,1
801,81,224,216,25,1.91,1
802,81,234,217,31,1.91,1
803,81,234,217,31,1.91,1
804,81,234,217,31,1.91,1
805,81,239,218,34,1.91,1
806,81,239,218,34,1.91,1
807,81,239,218,34,1.91,1
808,81,239,218,34,1.91,1
809,81,239,218,34,1.91,1
810,81,239,218,34,1.91,1
811,81,236,217,32,1.91,1
812,81,236,217,32,1.91,1
813,81,236,217,32,1.91,1
814,81,236,217,32,1.91,1
815,81,232,217,29,1.91,1
816,81,232,217,29,1.91,1
817,81,232,217,29,1.91,1
818,81,220,215,23,1.91,1
819,81,220,215,23,1.91,1
820,81,220,215,23,1.91,1
821,81,206,213,22,1.91,1
822,81,206,213,22,1.91,1
823,81,206,213,22,1.91,1
837,81,90,189,90,1.88,2
838,81,90,189,90,1.88,2
839,81,90,189,90,1.88,2
984,81,76,185,98,1.88,3
985,81,76,185,98,1.88,3
986,81,76,185,98,1.88,3
987,81,84,188,94,1.88,3
988,81,84,188,94,1.88,3
989,81,84,188,94,1.88,3
990,81,92,190,89,1.88,3
991,81,92,190,89,1.88,3
992,81,92,190,89,1.88,3
1041,81,90,189,90,1.88,4
1042,81,90,189,90,1.88,4
1043,81,90,189,90,1.88,4
1044,81,82,187,95,1.88,4
1045,81,82,187,95,1.88,4
1046,81,82,187,95,1.88,4
1047,81,82,187,95,1.88,4
1437,81,74,184,99,1.88,5
1438,81,74,184,99,1.88,5
1439,81,74,184,99,1.88,5
1440,81,80,187,96,1.88,5
1441,81,80,187,96,1.88,5
1442,81,80,187,96,1.88,5
1443,81,88,189,91,1.88,5
1444,81,88,189,91,1.88,5
1445,81,88,189,91,1.88,5
1446,81,88,189,91,1.88,5
1447,81,99,192,86,1.88,5
1448,81,99,192,86,1.88,5
1449,81,99,192,86,1.88,5
1478,81,206,213,22,1.91,6
1479,81,206,213,22,1.91,6
1480,81,206,213,22,1.91,6
1481,81,206,213,22,1.91,6
1482,81,210,214,22,1.91,6
1483,81,210,214,22,1.91,6
1484,81,210,214,22,1.91,6
1485,81,215,214,22,1.91,6
1486,81,215,214,22,1.91,6
1487,81,215,214,22,1.91,6
1488,81,220,215,23,1.91,6
1489,81,220,215,23,1.91,6
1490,81,220,215,23,1.91,6
1491,81,223,215,24,1.91,6
1492,81,223,215,24,1.91,6
1493,81,223,215,24,1.91,6
1494,81,224,216,25,1.91,6
1495,81,224,216,25,1.91,6
1496,81,224,216,25,1.91,6
1497,81,224,216,25,1.91,6
1498,81,224,216,25,1.91,6
1499,81,224,216,25,1.91,6
1500,81,224,216,25,1.91,6
1501,81,224,216,25,1.91,6
1502,81,224,216,25,1.91,6
1503,81,211,204,23,1.91,6
1594,81,225,205,32,1.91,7
1595,81,239,218,34,1.91,7
1596,81,239,218,34,1.91,7
1597,81,239,218,34,1.91,7
1598,81,239,218,34,1.91,7
1599,81,239,218,34,1.91,7
1600,81,239,218,34,1.91,7
1601,81,239,218,34,1.91,7
1602,81,239,218,34,1.91,7
1603,81,239,218,34,1.91,7
1604,81,239,218,34,1.91,7
1605,81,239,218,34,1.91,7
1606,81,239,218,34,1.91,7
1607,81,239,218,34,1.91,7
1608,81,239,218,34,1.91,7
1609,81,239,218,34,1.91,7
1610,81,239,218,34,1.91,7
1611,81,239,218,34,1.91,7
1612,81,239,218,34,1.91,7
1613,81,239,218,34,1.91,7
1614,81,239,218,34,1.91,7
1615,81,239,218,34,1.91,7
1616,81,239,218,34,1.91,7
1617,81,239,218,34,1.91,7
1618,81,239,218,34,1.91,7
1619,81,239,218,34,1.91,7
1620,81,239,218,34,1.91,7
1621,81,239,218,34,1.91,7
1622,81,239,218,34,1.91,7
1623,81,239,218,34,1.91,7
1624,81,239,218,34,1.91,7
1625,81,239,218,34,1.91,7
1626,81,239,218,34,1.91,7
1627,81,239,218,34,1.91,7
1628,81,239,218,34,1.91,7
1629,81,239,218,34,1.91,7
1630,81,239,218,34,1.91,7
1631,81,239,218,34,1.91,7
1632,81,239,218,34,1.91,7
1633,81,225,205,32,1.91,7
773,82,98,202,95,1.88,0
774,82,98,202,95,1.88,0
775,82,98,202,95,1.88,0
792,82,210,225,27,1.91,1
793,82,210,225,27,1.91,1
794,82,210,225,27,1.91,1
795,82,210,225,27,1.91,1
796,82,225,227,24,1.91,1
797,82,225,227,24,1.91,1
798,82,225,227,24,1.91,1
799,82,238,229,27,1.91,1
800,82,238,229,27,1.91,1
801,82,238,229,27,1.91,1
802,82,246,230,31,1.91,1
803,82,246,230,31,1.91,1
804,82,246,230,31,1.91,1
805,82,250,230,34,1.91,1
806,82,250,230,34,1.91,1
807,82,250,230,34,1.91,1
808,82,253,231,36,1.91,1
809,82,253,231,36,1.91,1
810,82,253,231,36,1.91,1
811,82,250,230,34,1.91,1
812,82,250,230,34,1.91,1
813,82,250,230,34,1.91,1
814,82,250,230,34,1.91,1
815,82,243,229,30,1.91,1
816,82,243,229,30,1.91,1
817,82,243,229,30,1.91,1
818,82,231,228,25,1.91,1
819,82,231,228,25,1.91,1
820,82,231,228,25,1.91,1
821,82,215,226,25,1.91,1
822,82,215,226,25,1.91,1
823,82,215,226,25,1.91,1
837,82,96,201,96,1.88,2
838,82,96,201,96,1.88,2
839,82,96,201,96,1.88,2
990,82,98,202,95,1.88,3
991,82,98,202,95,1.88,3
992,82,98,202,95,1.88,3
1041,82,94,201,97,1.88,4
1042,82,94,201,97,1.88,4
1043,82,94,201,97,1.88,4
1443,82,94,201,97,1.88,5
1444,82,94,201,97,1.88,5
1445,82,94,201,97,1.88,5
1446,82,94,201,97,1.88,5
1475,82,207,225,28,1.91,6
1476,82,207,225,28,1.91,6
1477,82,207,225,28,1.91,6
1478,82,212,225,26,1.91,6
1479,82,212,225,26,1.91,6
1480,82,212,225,26,1.91,6
1481,82,212,225,26,1.91,6
1482,82,220,226,24,1.91,6
1483,82,220,226,24,1.91,6
1484,82,220,226,24,1.91,6
1485,82,223,227,24,1.91,6
1486,82,223,227,24,1.91,6
1487,82,223,227,24,1.91,6
1488,82,228,227,24,1.91,6
1489,82,228,227,24,1.91,6
1490,82,228,227,24,1.91,6
1491,82,231,228,25,1.91,6
1492,82,231,228,25,1.91,6
1493,82,231,228,25,1.91,6
1494,82,233,228,25,1.91,6
1495,82,233,228,25,1.91,6
1496,82,233,228,25,1.91,6
1497,82,233,228,25,1.91,6
1498,82,233,228,25,1.91,6
1499,82,233,228,25,1.91,6
1500,82,233,228,25,1.91,6
1501,82,233,228,25,1.91,6
1502,82,233,228,25,1.91,6
1503,82,220,215,23,1.91,6
1594,82,239,218,34,1.91,7
1595,82,253,231,37,1.91,7
1596,82,253,231,37,1.91,7
1597,82,253,231,37,1.91,7
1598,82,253,231,37,1.91,7
1599,82,253,231,37,1.91,7
1600,82,253,231,37,1.91,7
1601,82,253,231,37,1.91,7
1602,82,253,231,37,1.91,7
1603,82,253,231,37,1.91,7
1604,82,253,231,37,1.91,7
1605,82,253,231,37,1.91,7
1606,82,253,231,37,1.91,7
1607,82,253,231,37,1.91,7
1608,82,253,231,37,1.91,7
1609,82,253,231,37,1.91,7
1610,82,253,231,37,1.91,7
1611,82,253,231,37,1.91,7
1612,82,253,231,37,1.91,7
1613,82,253,231,37,1.91,7
1614,82,253,231,37,1.91,7
1615,82,253,231,37,1.91,7
1616,82,253,231,37,1.91,7
1617,82,253,231,37,1.91,7
1618,82,253,231,37,1.91,7
1619,82,253,231,37,1.91,7
1620,82,253,231,37,1.91,7
1621,82,253,231,37,1.91,7
1622,82,253,231,37,1.91,7
1623,82,253,231,37,1.91,7
1624,82,253,231,37,1.91,7
1625,82,253,231,37,1.91,7
1626,82,253,231,37,1.91,7
1627,82,253,231,37,1.91,7
1628,82,253,231,37,1.91,7
1629,82,253,231,37,1.91,7
1630,82,253,231,37,1.91,7
1631,82,253,231,37,1.91,7
1632,82,253,231,37,1.91,7
1633,82,239,218,34,1.91,7
773,83,98,202,95,1.88,0
774,83,98,202,95,1.88,0
775,83,98,202,95,1.88,0
792,83,210,225,27,1.91,1
793,83,210,225,27,1.91,1
794,83,210,225,27,1.91,1
795,83,210,225,27,1.91,1
796,83,225,227,24,1.91,1
797,83,225,227,24,1.91,1
798,83,225,227,24,1.91,1
799,83,238,229,27,1.91,1
800,83,238,229,27,1.91,1
801,83,238,229,27,1.91,1
802,83,246,230,31,1.91,1
803,83,246,230,31,1.91,1
804,83,246,230,31,1.91,1
805,83,250,230,34,1.91,1
806,83,250,230,34,1.91,1
807,83,250,230,34,1.91,1
808,83,253,231,36,1.91,1
809,83,253,231,36,1.91,1
810,83,253,231,36,1.91,1
811,83,250,230,34,1.91,1
812,83,250,230,34,1.91,1
813,83,250,230,34,1.91,1
814,83,250,230,34,1.91,1
815,83,243,229,30,1.91,1
816,83,243,229,30,1.91,1
817,83,243,229,30,1.91,1
818,83,231,228,25,1.91,1
819,83,231,228,25,1.91,1
820,83,231,228,25,1.91,1
821,83,215,226,25,1.91,1
822,83,215,226,25,1.91,1
823,83,215,226,25,1.91,1
837,83,96,201,96,1.88,2
838,83,96,201,96,1.88,2
839,83,96,201,96,1.88,2
990,83,98,202,95,1.88,3
991,83,98,202,95,1.88,3
992,83,98,202,95,1.88,3
1041,83,94,201,97,1.88,4
1042,83,94,201,97,1.88,4
1043,83,94,201,97,1.88,4
1443,83,94,201,97,1.88,5
1444,83,94,201,97,1.88,5
1445,83,94,201,97,1.88,5
1446,83,94,201,97,1.88,5
1475,83,207,225,28,1.91,6
1476,83,207,225,28,1.91,6
1477,83,207,225,28,1.91,6
1478,83,212,225,26,1.91,6
1479,83,212,225,26,1.91,6
1480,83,212,225,26,1.91,6
1481,83,212,225,26,1.91,6
1482,83,220,226,24,1.91,6
1483,83,220,226,24,1.91,6
1484,83,220,226,24,1.91,6
1485,83,223,227,24,1.91,6
1486,83,223,227,24,1.91,6
1487,83,223,227,24,1.91,6
1488,83,228,227,24,1.91,6
1489,83,228,227,24,1.91,6
1490,83,228,227,24,1.91,6
1491,83,231,228,25,1.91,6
1492,83,231,228,25,1.91,6
1493,83,231,228,25,1.91,6
1494,83,233,228,25,1.91,6
1495,83,233,228,25,1.91,6
1496,83,233,228,25,1.91,6
1497,83,233,228,25,1.91,6
1498,83,233,228,25,1.91,6
1499,83,233,228,25,1.91,6
1500,83,233,228,25,1.91,6
1501,83,233,228,25,1.91,6
1502,83,233,228,25,1.91,6
1503,83,220,215,23,1.91,6
1594,83,237,218,33,1.91,7
1595,83,251,231,35,1.91,7
1596,83,251,231,35,1.91,7
1597,83,251,231,35,1.91,7
1598,83,251,231,35,1.91,7
1599,83,251,231,35,1.91,7
1600,83,251,231,35,1.91,7
1601,83,251,231,35,1.91,7
1602,83,251,231,35,1.91,7
1603,83,251,231,35,1.91,7
1604,83,251,231,35,1.91,7
1605,83,251,231,35,1.91,7
1606,83,251,231,35,1.91,7
1607,83,251,231,35,1.91,7
1608,83,251,231,35,1.91,7
1609,83,251,231,35,1.91,7
1610,83,251,231,35,1.91,7
1611,83,251,231,35,1.91,7
1612,83,251,231,35,1.91,7
1613,83,251,231,35,1.91,7
1614,83,251,231,35,1.91,7
1615,83,251,231,35,1.91,7
1616,83,251,231,35,1.91,7
1617,83,251,231,35,1.91,7
1618,83,251,231,35,1.91,7
1619,83,251,231,35,1.91,7
1620,83,251,231,35,1.91,7
1621,83,251,231,35,1.91,7
1622,83,251,231,35,1.91,7
1623,83,251,231,35,1.91,7
1624,83,251,231,35,1.91,7
1625,83,251,231,35,1.91,7
1626,83,251,231,35,1.91,7
1627,83,251,231,35,1.91,7
1628,83,251,231,35,1.91,7
1629,83,251,231,35,1.91,7
1630,83,251,231,35,1.91,7
1631,83,251,231,35,1.91,7
1632,83,251,231,35,1.91,7
1633,83,237,218,33,1.91,7
773,84,98,202,95,1.88,0
774,84,98,202,95,1.88,0
775,84,98,202,95,1.88,0
792,84,210,225,27,1.91,1
793,84,210,225,27,1.91,1
794,84,210,225,27,1.91,1
795,84,210,225,27,1.91,1
796,84,225,227,24,1.91,1
797,84,225,227,24,1.91,1
798,84,225,227,24,1.91,1
799,84,238,229,27,1.91,1
800,84,238,229,27,1.91,1
801,84,238,229,27,1.91,1
802,84,246,230,31,1.91,1
803,84,246,230,31,1.91,1
804,84,246,230,31,1.91,1
805,84,250,230,34,1.91,1
806,84,250,230,34,1.91,1
807,84,250,230,34,1.91,1
808,84,253,231,36,1.91,1
809,84,253,231,36,1.91,1
810,84,253,231,36,1.91,1
811,84,250,230,34,1.91,1
812,84,250,230,34,1.91,1
813,84,250,230,34,1.91,1
814,84,250,230,34,1.91,1
815,84,243,229,30,1.91,1
816,84,243,229,30,1.91,1
817,84,243,229,30,1.91,1
818,84,231,228,25,1.91,1
819,84,231,228,25,1.91,1
820,84,231,228,25,1.91,1
821,84,215,226,25,1.91,1
822,84,215,226,25,1.91,1
823,84,215,226,25,1.91,1
837,84,96,201,96,1.88,2
838,84,96,201,96,1.88,2
839,84,96,201,96,1.88,2
990,84,98,202,95,1.88,3
991,84,98,202,95,1.88,3
992,84,98,202,95,1.88,3
1041,84,94,201,97,1.88,4
1042,84,94,201,97,1.88,4
1043,84,94,201,97,1.88,4
1443,84,94,201,97,1.88,5
1444,84,94,201,97,1.88,5
1445,84,94,201,97,1.88,5
1446,84,94,201,97,1.88,5
1475,84,207,225,28,1.91,6
1476,84,207,225,28,1.91,6
1477,84,207,225,28,1.91,6
1478,84,212,225,26,1.91,6
1479,84,212,225,26,1.91,6
1480,84,212,225,26,1.91,6
1481,84,212,225,26,1.91,6
1482,84,220,226,24,1.91,6
1483,84,220,226,24,1.91,6
1484,84,220,226,24,1.91,6
1485,84,223,227,24,1.91,6
1486,84,223,227,24,1.91,6
1487,84,223,227,24,1.91,6
1488,84,228,227,24,1.91,6
1489,84,228,227,24,1.91,6
1490,84,228,227,24,1.91,6
1491,84,231,228,25,1.91,6
1492,84,231,228,25,1.91,6
1493,84,231,228,25,1.91,6
1494,84,233,228,25,1.91,6
1495,84,233,228,25,1.91,6
1496,84,233,228,25,1.91,6
1497,84,233,228,25,1.91,6
1498,84,233,228,25,1.91,6
1499,84,233,228,25,1.91,6
1500,84,233,228,25,1.91,6
1501,84,233,228,25,1.91,6
1502,84,233,228,25,1.91,6
1503,84,220,215,23,1.91,6
1594,84,237,218,33,1.91,7
1595,84,251,231,35,1.91,7
1596,84,251,231,35,1.91,7
1597,84,251,231,35,1.91,7
1598,84,251,231,35,1.91,7
1599,84,251,231,35,1.91,7
1600,84,251,231,35,1.91,7
1601,84,251,231,35,1.91,7
1602,84,251,231,35,1.91,7
1603,84,251,231,35,1.91,7
1604,84,251,231,35,1.91,7
1605,84,251,231,35,1.91,7
1606,84,251,231,35,1.91,7
1607,84,251,231,35,1.91,7
1608,84,251,231,35,1.91,7
1609,84,251,231,35,1.91,7
1610,84,251,231,35,1.91,7
1611,84,251,231,35,1.91,7
1612,84,251,231,35,1.91,7
1613,84,251,231,35,1.91,7
1614,84,251,231,35,1.91,7
1615,84,251,231,35,1.91,7
1616,84,251,231,35,1.91,7
1617,84,251,231,35,1.91,7
1618,84,251,231,35,1.91,7
1619,84,251,231,35,1.91,7
1620,84,251,231,35,1.91,7
1621,84,251,231,35,1.91,7
1622,84,251,231,35,1.91,7
1623,84,251,231,35,1.91,7
1624,84,251,231,35,1.91,7
1625,84,251,231,35,1.91,7
1626,84,251,231,35,1.91,7
1627,84,251,231,35,1.91,7
1628,84,251,231,35,1.91,7
1629,84,251,231,35,1.91,7
1630,84,251,231,35,1.91,7
1631,84,251,231,35,1.91,7
1632,84,251,231,35,1.91,7
1633,84,237,218,33,1.91,7
773,85,96,201,96,1.88,0
774,85,96,201,96,1.88,0
775,85,96,201,96,1.88,0
792,85,207,225,28,1.91,1
793,85,207,225,28,1.91,1
794,85,207,225,28,1.91,1
795,85,207,225,28,1.91,1
796,85,220,226,24,1.91,1
797,85,220,226,24,1.91,1
798,85,220,226,24,1.91,1
799,85,233,228,25,1.91,1
800,85,233,228,25,1.91,1
801,85,233,228,25,1.91,1
802,85,243,229,30,1.91,1
803,85,243,229,30,1.91,1
804,85,243,229,30,1.91,1
805,85,248,230,33,1.91,1
806,85,248,230,33,1.91,1
807,85,248,230,33,1.91,1
808,85,248,230,33,1.91,1
809,85,248,230,33,1.91,1
810,85,248,230,33,1.91,1
811,85,246,230,31,1.91,1
812,85,246,230,31,1.91,1
813,85,246,230,31,1.91,1
814,85,246,230,31,1.91,1
815,85,238,229,27,1.91,1
816,85,238,229,27,1.91,1
817,85,238,229,27,1.91,1
818,85,228,227,24,1.91,1
819,85,228,227,24,1.91,1
820,85,228,227,24,1.91,1
821,85,212,225,26,1.91,1
822,85,212,225,26,1.91,1
823,85,212,225,26,1.91,1
837,85,94,201,97,1.88,2
838,85,94,201,97,1.88,2
839,85,94,201,97,1.88,2
990,85,96,201,96,1.88,3
991,85,96,201,96,1.88,3
992,85,96,201,96,1.88,3
1038,85,98,202,95,1.88,4
1039,85,98,202,95,1.88,4
1040,85,98,202,95,1.88,4
1447,85,98,202,95,1.88,5
1448,85,98,202,95,1.88,5
1449,85,98,202,95,1.88,5
1478,85,205,224,29,1.91,6
1479,85,205,224,29,1.91,6
1480,85,205,224,29,1.91,6
1481,85,205,224,29,1.91,6
1482,85,210,225,27,1.91,6
1483,85,210,225,27,1.91,6
1484,85,210,225,27,1.91,6
1485,85,215,226,25,1.91,6
1486,85,215,226,25,1.91,6
1487,85,215,226,25,1.91,6
1488,85,218,226,24,1.91,6
1489,85,218,226,24,1.91,6
1490,85,218,226,24,1.91,6
1491,85,220,226,24,1.91,6
1492,85,220,226,24,1.91,6
1493,85,220,226,24,1.91,6
1494,85,223,227,24,1.91,6
1495,85,223,227,24,1.91,6
1496,85,223,227,24,1.91,6
1497,85,223,227,24,1.91,6
1498,85,223,227,24,1.91,6
1499,85,223,227,24,1.91,6
1500,85,223,227,24,1.91,6
1501,85,225,227,24,1.91,6
1502,85,225,227,24,1.91,6
1503,85,212,214,22,1.91,6
1594,85,237,218,33,1.91,7
1595,85,251,231,35,1.91,7
1596,85,251,231,35,1.91,7
1597,85,251,231,35,1.91,7
1598,85,251,231,35,1.91,7
1599,85,251,231,35,1.91,7
1600,85,251,231,35,1.91,7
1601,85,251,231,35,1.91,7
1602,85,251,231,35,1.91,7
1603,85,251,231,35,1.91,7
1604,85,251,231,35,1.91,7
1605,85,251,231,35,1.91,7
1606,85,251,231,35,1.91,7
1607,85,251,231,35,1.91,7
1608,85,251,231,35,1.91,7
1609,85,251,231,35,1.91,7
1610,85,251,231,35,1.91,7
1611,85,251,231,35,1.91,7
1612,85,251,231,35,1.91,7
1613,85,251,231,35,1.91,7
1614,85,251,231,35,1.91,7
1615,85,251,231,35,1.91,7
1616,85,251,231,35,1.91,7
1617,85,251,231,35,1.91,7
1618,85,251,231,35,1.91,7
1619,85,251,231,35,1.91,7
1620,85,251,231,35,1.91,7
1621,85,251,231,35,1.91,7
1622,85,251,231,35,1.91,7
1623,85,251,231,35,1.91,7
1624,85,251,231,35,1.91,7
1625,85,251,231,35,1.91,7
1626,85,251,231,35,1.91,7
1627,85,251,231,35,1.91,7
1628,85,251,231,35,1.91,7
1629,85,251,231,35,1.91,7
1630,85,251,231,35,1.91,7
1631,85,251,231,35,1.91,7
1632,85,251,231,35,1.91,7
1633,85,237,218,33,1.91,7
773,86,96,201,96,1.88,0
774,86,96,201,96,1.88,0
775,86,96,201,96,1.88,0
792,86,207,225,28,1.91,1
793,86,207,225,28,1.91,1
794,86,207,225,28,1.91,1
795,86,207,225,28,1.91,1
796,86,220,226,24,1.91,1
797,86,220,226,24,1.91,1
798,86,220,226,24,1.91,1
799,86,233,228,25,1.91,1
800,86,233,228,25,1.91,1
801,86,233,228,25,1.91,1
802,86,243,229,30,1.91,1
803,86,243,229,30,1.91,1
804,86,243,229,30,1.91,1
805,86,248,230,33,1.91,1
806,86,248,230,33,1.91,1
807,86,248,230,33,1.91,1
808,86,248,230,33,1.91,1
809,86,248,230,33,1.91,1
810,86,248,230,33,1.91,1
811,86,246,230,31,1.91,1
812,86,246,230,31,1.91,1
813,86,246,230,31,1.91,1
814,86,246,230,31,1.91,1
815,86,238,229,27,1.91,1
816,86,238,229,27,1.91,1
817,86,238,229,27,1.91,1
818,86,228,227,24,1.91,1
819,86,228,227,24,1.91,1
820,86,228,227,24,1.91,1
821,86,212,225,26,1.91,1
822,86,212,225,26,1.91,1
823,86,212,225,26,1.91,1
837,86,94,201,97,1.88,2
838,86,94,201,97,1.88,2
839,86,94,201,97,1.88,2
990,86,96,201,96,1.88,3
991,86,96,201,96,1.88,3
992,86,96,201,96,1.88,3
1038,86,98,202,95,1.88,4
1039,86,98,202,95,1.88,4
1040,86,98,202,95,1.88,4
1447,86,98,202,95,1.88,5
1448,86,98,202,95,1.88,5
1449,86,98,202,95,1.88,5
1478,86,205,224,29,1.91,6
1479,86,205,224,29,1.91,6
1480,86,205,224,29,1.91,6
1481,86,205,224,29,1.91,6
1482,86,210,225,27,1.91,6
1483,86,210,225,27,1.91,6
1484,86,210,225,27,1.91,6
1485,86,215,226,25,1.91,6
1486,86,215,226,25,1.91,6
1487,86,215,226,25,1.91,6
1488,86,218,226,24,1.91,6
1489,86,218,226,24,1.91,6
1490,86,218,226,24,1.91,6
1491,86,220,226,24,1.91,6
1492,86,220,226,24,1.91,6
1493,86,220,226,24,1.91,6
1494,86,223,227,24,1.91,6
1495,86,223,227,24,1.91,6
1496,86,223,227,24,1.91,6
1497,86,223,227,24,1.91,6
1498,86,223,227,24,1.91,6
1499,86,223,227,24,1.91,6
1500,86,223,227,24,1.91,6
1501,86,225,227,24,1.91,6
1502,86,225,227,24,1.91,6
1503,86,212,214,22,1.91,6
1594,86,234,217,31,1.91,7
1595,86,248,230,33,1.91,7
1596,86,248,230,33,1.91,7
1597,86,248,230,33,1.91,7
1598,86,248,230,33,1.91,7
1599,86,248,230,33,1.91,7
1600,86,248,230,33,1.91,7
1601,86,248,230,33,1.91,7
1602,86,248,230,33,1.91,7
1603,86,248,230,33,1.91,7
1604,86,248,230,33,1.91,7
1605,86,248,230,33,1.91,7
1606,86,248,230,33,1.91,7
1607,86,248,230,33,1.91,7
1608,86,248,230,33,1.91,7
1609,86,248,230,33,1.91,7
1610,86,248,230,33,1.91,7
1611,86,248,230,33,1.91,7
1612,86,248,230,33,1.91,7
1613,86,248,230,33,1.91,7
1614,86,248,230,33,1.91,7
1615,86,248,230,33,1.91,7
1616,86,248,230,33,1.91,7
1617,86,248,230,33,1.91,7
1618,86,248,230,33,1.91,7
1619,86,248,230,33,1.91,7
1620,86,248,230,33,1.91,7
1621,86,248,230,33,1.91,7
1622,86,248,230,33,1.91,7
1623,86,248,230,33,1.91,7
1624,86,248,230,33,1.91,7
1625,86,248,230,33,1.91,7
1626,86,248,230,33,1.91,7
1627,86,248,230,33,1.91,7
1628,86,248,230,33,1.91,7
1629,86,248,230,33,1.91,7
1630,86,248,230,33,1.91,7
1631,86,248,230,33,1.91,7
1632,86,248,230,33,1.91,7
1633,86,234,217,31,1.91,7
773,87,96,201,96,1.88,0
774,87,96,201,96,1.88,0
775,87,96,201,96,1.88,0
792,87,207,225,28,1.91,1
793,87,207,225,28,1.91,1
794,87,207,225,28,1.91,1
795,87,207,225,28,1.91,1
796,87,220,226,24,1.91,1
797,87,220,226,24,1.91,1
798,87,220,226,24,1.91,1
799,87,233,228,25,1.91,1
800,87,233,228,25,1.91,1
801,87,233,228,25,1.91,1
802,87,243,229,30,1.91,1
803,87,243,229,30,1.91,1
804,87,243,229,30,1.91,1
805,87,248,230,33,1.91,1
806,87,248,230,33,1.91,1
807,87,248,230,33,1.91,1
808,87,248,230,33,1.91,1
809,87,248,230,33,1.91,1
810,87,248,230,33,1.91,1
811,87,246,230,31,1.91,1
812,87,246,230,31,1.91,1
813,87,246,230,31,1.91,1
814,87,246,230,31,1.91,1
815,87,238,229,27,1.91,1
816,87,238,229,27,1.91,1
817,87,238,229,27,1.91,1
818,87,228,227,24,1.91,1
819,87,228,227,24,1.91,1
820,87,228,227,24,1.91,1
821,87,212,225,26,1.91,1
822,87,212,225,26,1.91,1
823,87,212,225,26,1.91,1
837,87,94,201,97,1.88,2
838,87,94,201,97,1.88,2
839,87,94,201,97,1.88,2
990,87,96,201,96,1.88,3
991,87,96,201,96,1.88,3
992,87,96,201,96,1.88,3
1038,87,98,202,95,1.88,4
1039,87,98,202,95,1.88,4
1040,87,98,202,95,1.88,4
1447,87,98,202,95,1.88,5
1448,87,98,202,95,1.88,5
1449,87,98,202,95,1.88,5
1478,87,205,224,29,1.91,6
1479,87,205,224,29,1.91,6
1480,87,205,224,29,1.91,6
1481,87,205,224,29,1.91,6
1482,87,210,225,27,1.91,6
1483,87,210,225,27,1.91,6
1484,87,210,225,27,1.91,6
1485,87,215,226,25,1.91,6
1486,87,215,226,25,1.91,6
1487,87,215,226,25,1.91,6
1488,87,218,226,24,1.91,6
1489,87,218,226,24,1.91,6
1490,87,218,226,24,1.91,6
1491,87,220,226,24,1.91,6
1492,87,220,226,24,1.91,6
1493,87,220,226,24,1.91,6
1494,87,223,227,24,1.91,6
1495,87,223,227,24,1.91,6
1496,87,223,227,24,1.91,6
1497,87,223,227,24,1.91,6
1498,87,223,227,24,1.91,6
1499,87,223,227,24,1.91,6
1500,87,223,227,24,1.91,6
1501,87,225,227,24,1.91,6
1502,87,225,227,24,1.91,6
1503,87,212,214,22,1.91,6
1594,87,234,217,31,1.91,7
1595,87,248,230,33,1.91,7
1596,87,248,230,33,1.91,7
1597,87,248,230,33,1.91,7
1598,87,248,230,33,1.91,7
1599,87,248,230,33,1.91,7
1600,87,248,230,33,1.91,7
1601,87,248,230,33,1.91,7
1602,87,248,230,33,1.91,7
1603,87,248,230,33,1.91,7
1604,87,248,230,33,1.91,7
1605,87,248,230,33,1.91,7
1606,87,248,230,33,1.91,7
1607,87,248,230,33,1.91,7
1608,87,248,230,33,1.91,7
1609,87,248,230,33,1.91,7
1610,87,248,230,33,1.91,7
1611,87,248,230,33,1.91,7
1612,87,248,230,33,1.91,7
1613,87,248,230,33,1.91,7
1614,87,248,230,33,1.91,7
1615,87,248,230,33,1.91,7
1616,87,248,230,33,1.91,7
1617,87,248,230,33,1.91,7
1618,87,248,230,33,1.91,7
1619,87,248,230,33,1.91,7
1620,87,248,230,33,1.91,7
1621,87,248,230,33,1.91,7
1622,87,248,230,33,1.91,7
1623,87,248,230,33,1.91,7
1624,87,248,230,33,1.91,7
1625,87,248,230,33,1.91,7
1626,87,248,230,33,1.91,7
1627,87,248,230,33,1.91,7
1628,87,248,230,33,1.91,7
1629,87,248,230,33,1.91,7
1630,87,248,230,33,1.91,7
1631,87,248,230,33,1.91,7
1632,87,248,230,33,1.91,7
1633,87,234,217,31,1.91,7
773,88,96,201,96,1.88,0
774,88,96,201,96,1.88,0
775,88,96,201,96,1.88,0
792,88,207,225,28,1.91,1
793,88,207,225,28,1.91,1
794,88,207,225,28,1.91,1
795,88,207,225,28,1.91,1
796,88,220,226,24,1.91,1
797,88,220,226,24,1.91,1
798,88,220,226,24,1.91,1
799,88,233,228,25,1.91,1
800,88,233,228,25,1.91,1
801,88,233,228,25,1.91,1
802,88,243,229,30,1.91,1
803,88,243,229,30,1.91,1
804,88,243,229,30,1.91,1
805,88,248,230,33,1.91,1
806,88,248,230,33,1.91,1
