Time,Torsion,Entropy,Phase
45,0.5076783510096505,1.9148774236410568,0.11359450479882792
46,0.5004982120457627,1.9401556854669297,0.10493254947573646
47,0.47917068706130045,1.9571282895926183,0.09624664670737701
48,0.44569587436640745,1.9762593790844556,0.08774467807730596
49,0.42858421155907256,2.0007748758377217,0.07908285225756709
50,0.40539577501792445,2.021605184497038,0.07049135350363445
51,0.37940463552438797,2.0271706014400275,0.06233037291076412
52,0.34934704504306924,2.042261831763452,0.05455722508214271
53,0.33067793379448523,2.0577631929634177,0.04696046467328428
54,0.3090263372339785,2.0928592673733872,0.039377418450840744
55,0.2833484111421902,2.1106413332931857,0.0321923728461829
56,0.25738312007739145,2.1054322262432015,0.025707338952699374
57,0.2565391521343203,2.118762065742424,0.01909816582375487
58,0.23350703099771677,2.1295251806091087,0.012965051234553417
59,0.19531481142354448,2.1407476025514325,0.0077289848128904775
60,0.17585459039514514,2.161879599215033,0.002854356507734839
61,0.13889767427628877,2.1785373992732344,-0.0010985337196142203
62,0.09632843991789448,2.19948791685858,-0.003926630520856657
63,0.0888286450392905,2.210165464515869,-0.006573301856785195
64,0.05333120221325939,2.2046956949460825,-0.008151933015130897
65,0.018681892287085475,2.20835750484138,-0.008707908814992888
66,-0.010394352892058381,2.193784910810812,-0.008404677268586964
67,-0.0348316738991114,2.1826421653875028,-0.007404549695792494
68,-0.048051300912496105,2.1717066914902787,-0.006046677484576183
69,-0.0795415958605169,2.161472517972652,-0.0038340860393935795
70,-0.11969637754649079,2.1656348027683316,-0.0004883458413078956
71,-0.1346436990690345,2.161938863975286,0.0032522423345567215
72,-0.1606628624933338,2.13915216945943,0.007557480879976461
73,-0.17975698889119385,2.133752369026728,0.012328401184105157
74,-0.21964597479016443,2.1124433377581844,0.01794488667204082
75,-0.24245352552192603,2.1067685475587017,0.024075185918927176
76,-0.2645229018952835,2.0972692205077355,0.03064391681932672
77,-0.28732471446049956,2.077396533564165,0.037519003854830715
78,-0.3187285926613174,2.0661578768532474,0.04496677083094504
79,-0.33775775209993497,2.0691476498737016,0.05288620648912688
80,-0.3550911178921849,2.0406659966061267,0.06075706653869264
81,-0.36985877601824746,2.0135353898956327,0.0685003385463098
82,-0.39948640100506466,2.0070471576167423,0.07671767033469332
83,-0.416485812356027,1.9972336571608105,0.08508435045675833
84,-0.4181993734803595,1.9852267999621134,0.09326085334396854
85,-0.44587016921016726,1.9624671357643035,0.10149184520697885
86,-0.4731149335643164,1.9320098344059764,0.10954360046945644
87,-0.48737389839292256,1.9084557543248095,0.11730063098961696
88,-0.4956660456561631,1.887807303703963,0.12471379483573108
89,-0.4967170985370427,1.8641564403628246,0.13160388636331283
90,-0.4839739275232871,1.8376827748697073,0.13773955573236227
91,-0.5057319729841336,1.8206744296686568,0.14372941144569873
92,-0.5132715413205495,1.7857431089515359,0.14896613271845166
93,-0.5167963081507275,1.758956988646539,0.1535872361243223
94,-0.5268772142109549,1.7389844965188035,0.15779588627295424
95,-0.5503955044595052,1.7053747333881328,0.16130466169320568
96,-0.5485401435958018,1.6747583656028713,0.1640102909914879
97,-0.5661862747764538,1.650827197593219,0.16615449775496316
98,-0.566330374278942,1.6257381391918297,0.1676276774829074
99,-0.5675388319853636,1.5900726167890675,0.1681457519361989
100,-0.5799322897762014,1.5637767861382503,0.16795342957911824
101,-0.5739734703620172,1.5399562948186114,0.16711629698542602
102,-0.5618936926661295,1.523638154823962,0.16586049318824683
103,-0.5689149083257032,1.483221976878574,0.1635046124274187
104,-0.5594039261003673,1.461436419976326,0.16060863129311956
105,-0.5154195085002932,1.4400528429930628,0.15739563083351207
106,-0.4975452862520143,1.421116753055985,0.1538370756494403
107,-0.4835753089095655,1.4067932765723812,0.1500415037154684
108,-0.4678221747062529,1.3803932092152162,0.1457743435984473
109,-0.46072762363409636,1.3501177804226987,0.14090837991122085
110,-0.4489642940169966,1.3230341460263328,0.13558637745181534
111,-0.4553751914061884,1.3244790965662785,0.13022447611294796
112,-0.4593106497080733,1.3093517333357743,0.12449495670752793
113,-0.43549732754821396,1.2824658993038411,0.11849710126546109
114,-0.43205717684376677,1.2620156314603939,0.11213440776143202
115,-0.41006633809440024,1.2339256032523493,0.10554567911471155
116,-0.3913749859904668,1.2066884285774275,0.09875348579514082
117,-0.38008519851268724,1.1880711573598297,0.09182599861580293
118,-0.35507351541789517,1.1909606188074626,0.08538095340053767
119,-0.33467057765891217,1.1533262281523913,0.0787223020995376
120,-0.3058737880279671,1.1302854613954314,0.07230226035442448
121,-0.2857010716534278,1.107303927985448,0.06600230240731843
122,-0.254689781416811,1.0982622920888978,0.060268733706118724
123,-0.23527758908119978,1.0736620675500845,0.05471005493638326
124,-0.21796544894192477,1.0572569676434513,0.04939842798653706
125,-0.18935247488315313,1.064099327066608,0.044831273403784296
126,-0.15590925972158975,1.0420793383722255,0.04091495094680059
127,-0.1203633104178686,1.05553698062037,0.037956591668721146
128,-0.10056762416864262,1.0343396361057966,0.03539094785997399
129,-0.08208963665683196,1.0419888381503835,0.03332254493886383
130,-0.04911809238432347,1.0423271588637748,0.03208474637084811
131,-0.024502749112802057,1.0306029369235876,0.03145471895330572
132,-0.009031532815678067,0.9969652486558768,0.031209582339881026
133,0.00563330882153232,0.9939879966402141,0.03136318818061431
134,0.01859946691278688,1.010593773630873,0.03185730828227066
135,0.04647476274697202,1.0071232484912804,0.033098422224883836
136,0.05883087333731366,1.0238588831012403,0.03462735992866406
137,0.08493689782027072,1.038430367767702,0.03678035406808428
138,0.11493659709042903,1.032857021670878,0.0397183637768283
139,0.1345527995883321,1.0405818038287822,0.04311039843079872
140,0.15598558469486604,1.0479871829827145,0.04698893018431209
141,0.18757269159033002,1.0568900460950235,0.05157231733708401
142,0.19977367153647574,1.0820739499473424,0.05623085489824879
143,0.2037277043154171,1.1133266591311983,0.06069891308341166
144,0.2316948452587221,1.1219248752015696,0.06568124299246944
145,0.24716530302019543,1.1362161643382003,0.07083162253559167
146,0.2632867749809836,1.1463677616251227,0.0761902840376632
147,0.29237280171063934,1.1534868872541855,0.08203119907053699
148,0.30570881871370265,1.1714682991486496,0.08788203027288946
149,0.3282217802680103,1.1955127581172518,0.09378986810481676
150,0.3528448875458559,1.219759391595461,0.09973143494192283
151,0.364436661722109,1.2287478827853038,0.10570896196298103
152,0.38731124293950325,1.2540419693462797,0.11159134080466086
153,0.4040587182880722,1.2727179628109166,0.1173644818330141
154,0.4128271970574597,1.3051522843522096,0.12263085720944
155,0.4239318092490949,1.3306832888025166,0.12752203310827348
156,0.44681019891911017,1.3490738459474825,0.1322730962531881
157,0.4659408084380222,1.3789325633870189,0.13655657207061306
158,0.4756852863276174,1.4144505273454868,0.14012191575631316
159,0.4803680999846397,1.4441674450528166,0.1430398989611981
160,0.4853812064378772,1.4705143909310299,0.14537528471886627
161,0.49633847369395784,1.494811629048568,0.14718277423712203
162,0.5210579264692567,1.5104398742350607,0.1486841282152934
163,0.5119320310313861,1.5252695978449138,0.14979883492241458
164,0.5221242081460089,1.5613438317891697,0.15003453998290886
165,0.528880280950826,1.5925211521598066,0.14948650168037425
166,0.518821581410899,1.6176270305804714,0.14832585908660872
167,0.509709284888572,1.6431779331036984,0.14656156622210337
168,0.5046227900491682,1.6773253057498998,0.14399121717790617
169,0.496092551436242,1.693244197851549,0.1410842789728597
170,0.48434820022198133,1.7211731513264201,0.13759644860436163
171,0.47929453658424315,1.7362325288468254,0.13379925239222806
172,0.4659909751774734,1.7617398604687424,0.129535645067666
173,0.4588222063092319,1.7794948942176871,0.12494756993307635
174,0.43438822444674446,1.7871586725181847,0.12043014444076039
175,0.42151984245379626,1.8010170063866056,0.11576192456493108
176,0.4248637853090537,1.8245834686882725,0.11058738086019754
177,0.41071082075342646,1.853769898973251,0.10501345204998329
178,0.38672491759303435,1.8735427936813185,0.09939111477252309
179,0.3689311867623383,1.8922155237298148,0.0936949002147052
180,0.3448632075581943,1.9134736464230995,0.08801519060796659
181,0.34339009921460845,1.9355705086692567,0.08200983590531725
182,0.329570299270561,1.951316967261002,0.07599984298367811
183,0.30698789857631226,1.9744002313484228,0.07006583505181567
184,0.2874770614776997,1.9917505927474892,0.06427279306480094
185,0.25931538379131286,2.0069040400934046,0.058857037805031105
186,0.2431746319724787,2.0199700861087018,0.05362933642877914
187,0.2310562702486108,2.046520775387741,0.04838530197374605
188,0.2004836659211346,2.0795028925134083,0.04353568387545398
189,0.17796468591956532,2.0981832654977697,0.03908100826846868
190,0.14471785056124878,2.1289326334835605,0.03526219670859745
191,0.11224361147414252,2.127746076833095,0.032301826724302485
192,0.08055609170856162,2.1121075232885937,0.030228703312580214
193,0.05629702087402724,2.108539646410468,0.02878770057010793
194,0.04944877377650492,2.114770570570714,0.027508634411814996
195,0.01780270393068683,2.1267462401711352,0.027038890025096792
196,-0.0036656240611874138,2.118652181635577,0.027134353309128844
197,-0.01139394102835782,2.1052665687727625,0.027424542295894933
198,-0.041554959234438006,2.116491285255002,0.028502608593708827
199,-0.05396684765340379,2.0972827899316755,0.02985786412486713
200,-0.06671362066404586,2.0934403586904375,0.03152171097589492
201,-0.09766601789063638,2.0741628748753067,0.03387356110599208
202,-0.12131507395776443,2.0693397706267374,0.036766772780606784
203,-0.13899391374422188,2.0587882299030276,0.04001467786116575
204,-0.16386036512457883,2.04118468553496,0.043711424957253005
205,-0.1813776017617276,2.034231238461503,0.047743234610318354
206,-0.21497518983541752,2.0323281498463097,0.05249309065700328
207,-0.22446443058851856,2.006320848674454,0.057188350002294934
208,-0.25304359678178656,1.9985147757815922,0.062380594346476845
209,-0.2726266438136783,2.0015087061608168,0.06800168388931215
210,-0.292827370251634,1.9998385781756176,0.07400582070712285
211,-0.29607396436102523,2.006013037985985,0.08015637537090468
212,-0.3074386008693134,1.9889350338182972,0.0863004387202802
213,-0.31405529637821283,1.9802578767129408,0.09244969233046006
214,-0.3271005541003273,1.9551627364907245,0.09847359020895108
215,-0.3634365415097746,1.9496820477809713,0.10504808941984366
216,-0.4023231356794772,1.9200750429001727,0.11174802512666637
217,-0.4122587213169633,1.8978031225954728,0.11818314119082315
218,-0.42757826766846946,1.892792701628471,0.12474445781615925
219,-0.4572023303607619,1.888345441563789,0.1316361927717206
220,-0.4733697649048999,1.8492396414708214,0.13790144569100188
221,-0.4874396750573359,1.8302858917657086,0.14391027351490318
222,-0.5011602374087885,1.7861932063015067,0.14904465591642996
223,-0.5051502695903567,1.7491263403062656,0.15333686333452562
224,-0.5234183833972271,1.7285953754186933,0.15726426035884816
225,-0.5418677677779723,1.6984645178634894,0.16054748549363368
226,-0.5386824275431279,1.6720508721625753,0.1631402564911048
227,-0.5386960431690823,1.6365433390804074,0.1648255089565161
228,-0.5499097542627018,1.605589905907557,0.16573449965130652
229,-0.5620015054565373,1.5783890878030988,0.16593679958054458
230,-0.5743599187851562,1.5462085488224055,0.1652689429287173
231,-0.5727780182360548,1.538690923747256,0.16439908607625
232,-0.5690332247360004,1.5045952296815912,0.16261687182738196
233,-0.5679352831121888,1.476531055802757,0.16008539516544482
234,-0.5556539196586567,1.4557780921748216,0.15705847949975069
235,-0.5556738619375504,1.4240981329934095,0.15320306117158264
236,-0.5713844439173725,1.3949718212180156,0.14847325001846262
237,-0.5489697017007042,1.3527800558013554,0.14283006539755394
238,-0.5406453981519365,1.3431393030813263,0.13702190762537586
239,-0.5262481154763685,1.3231704003051965,0.13086623612864173
240,-0.5027972166175589,1.3288445764795396,0.12509338094709493
241,-0.5003727219396332,1.3034714781489303,0.11875699446038103
242,-0.4851304729648058,1.2634193849678548,0.1117024584694994
243,-0.48422503188644145,1.2325396884328284,0.10397843669740002
244,-0.47844836072906866,1.2027978283581928,0.09569698087273432
245,-0.45164453044686786,1.1966491285063,0.08772139602406967
246,-0.41857114618296004,1.1747471141960524,0.07988135169113433
247,-0.4078951683738868,1.155198028940563,0.07187366382013764
248,-0.382319199420991,1.1505953666375293,0.06426401569696497
249,-0.36382538923573854,1.1215692436724916,0.05653723735551818
250,-0.35593991487071047,1.095020470305599,0.048556746943589954
251,-0.31394433481648387,1.0868586698085787,0.041372712316971615
252,-0.2850512290346331,1.057432365263088,0.03446753828451005
253,-0.2653669649655605,1.036865608898551,0.027793972147382457
254,-0.24856082874798888,1.0178284993740052,0.02133358329323112
255,-0.2306095764642395,1.006013252022472,0.015216650726397073
256,-0.20435032801668818,0.997289270017245,0.009711320932275506
257,-0.1862968987062079,0.9847532371236931,0.0045893198079262594
258,-0.15108955053636627,0.9697244664565923,0.00033329637393987414
259,-0.13258876331522335,0.9672078703519241,-0.0034185607347914297
260,-0.09669486645693062,0.961591162185028,-0.006180768131370646
261,-0.06265047483519448,0.9400698965884601,-0.008026908039138603
262,-0.027457909247551475,0.9303131840905327,-0.008847223801920245
263,-0.015627585336186273,0.9213078695689576,-0.009319766413547294
264,0.015092218913313802,0.9042510977278544,-0.008853227523829414
265,0.0369627707746632,0.9076029050441341,-0.007715705046664162
266,0.05112939514187547,0.9158365473639436,-0.006159167802481606
267,0.06947560044413875,0.9177311054198641,-0.004050114261380135
268,0.100330773754977,0.9146837304639958,-0.0009949506453121753
269,0.12698727872929338,0.9110877234333233,0.0028860392729257757
270,0.15186269127733992,0.9274829644864322,0.00742329252678841
271,0.17055811234268392,0.9434038679782892,0.0124052419217359
272,0.21432558817168107,0.9571885292430601,0.018528765426857954
273,0.23514767809307457,0.9431065090115843,0.0253701431980399
274,0.2624810490680151,0.9605265603852046,0.032805320128549253
275,0.2850956248386509,0.9772118900761282,0.04067095929195459
276,0.31150564731997143,0.9921402488258763,0.049051976940577585
277,0.34139482083532197,1.0191426778729238,0.057825394460077166
278,0.36348086566843424,1.0392587915517155,0.06683557503847572
279,0.384498250761096,1.0521592204944408,0.07613222399091191
280,0.4050732525251617,1.074858445372467,0.08550865016444452
281,0.44962009793817637,1.097460498235684,0.09541497570839623
282,0.46915275656752836,1.1279029163210201,0.10510313155621233
283,0.4864997776577157,1.1625215929200063,0.11438431286814821
284,0.49627023745065874,1.1655170800855004,0.12377100549981554
285,0.5124688726764912,1.1706166127226676,0.13332224709662943
286,0.5487124389813046,1.1953173191126605,0.14288605842449403
287,0.564857344060614,1.2246660487819514,0.15196627671267354
288,0.5597089978648357,1.2597248708429543,0.16009174602166157
289,0.582721592034382,1.2886279975433905,0.1677529697827478
290,0.6080810765607821,1.3013570558077847,0.1753566294872225
291,0.6172377464458406,1.333306698110089,0.18216497534340367
292,0.6517078480740108,1.368573757174948,0.18825611682507987
293,0.6642324091624336,1.400719675359043,0.19347310994045322
294,0.6641968602206583,1.426948812408087,0.19789140983455214
295,0.66280361909573,1.4660735170540775,0.20110747448467978
296,0.6632536196858184,1.4975556432634767,0.20336011490617498
297,0.6702490018140277,1.533129638344806,0.20452973011447073
298,0.6670317269402226,1.5745640948273885,0.2044131826512544
299,0.657055701826504,1.602798178378305,0.20343603175109576
300,0.6592288872778673,1.6288946570340375,0.2016577494114673
301,0.6471039514652823,1.6670899180349676,0.19875956695494476
302,0.6558530876929372,1.7059298959242077,0.1946516333970034
303,0.6678849126367976,1.7405560230071597,0.18942000990495123
304,0.6469910903820906,1.7637844684137687,0.18363949846447936
305,0.6523619127382052,1.7761366822055056,0.17745045938877504
306,0.6416110471885532,1.8130335885888964,0.1702723523735079
307,0.6183623983623981,1.8457576188479412,0.1624026228455775
308,0.6060791260196907,1.8992002173114788,0.1532160980683595
309,0.5972101608027052,1.928776631674331,0.1433644109581175
310,0.5819298365545298,1.9617036102602237,0.13289306985576893
311,0.5675931494645691,1.9812807232804808,0.12216642797397588
312,0.5610946733608367,2.0269811761378844,0.11044593153427011
313,0.5339562011429048,2.069518709757915,0.0982744640384423
314,0.5087831352822867,2.0850698022773164,0.08629381453260951
315,0.495129928961884,2.1099827950856787,0.07409591328166175
316,0.48475352973727864,2.116815447822628,0.06199672448250415
317,0.4545202540707742,2.138534883798,0.05019277986701308
318,0.41108534938110247,2.150365406354311,0.039250341456864124
319,0.3844353571996141,2.178577336670375,0.02854218409716982
320,0.3429322064609524,2.1844295160152005,0.018860846877689533
321,0.33083034126622185,2.1978841693157243,0.009330556080999678
322,0.28645945374755255,2.2115296785317686,0.0008851385605437596
323,0.25384304309809697,2.2232001345489127,-0.006737760422826411
324,0.22294518004142075,2.2087875528861987,-0.01332201593341666
325,0.20012809326343822,2.217533350891383,-0.019311562071480107
326,0.18126446423975992,2.2459626552953957,-0.02494535268555901
327,0.13894784705735988,2.252287441646792,-0.029307805859163302
328,0.10804244265841953,2.284946098625455,-0.03283918200604769
329,0.07505243287425405,2.2904770098288965,-0.035310380686180975
330,0.040651600053285844,2.2962069570688564,-0.03665850975843206
331,0.0020108734774126457,2.29250235722475,-0.036724935532199965
332,-0.03645668999483029,2.2922753681287005,-0.03552122749571522
333,-0.06841718282249833,2.2833244795606134,-0.03328658876646878
334,-0.08606469996358719,2.2773565164102076,-0.030496284623276984
335,-0.107610696382782,2.2465488937996407,-0.027137334134115638
336,-0.15961883240719005,2.253639589382263,-0.022122706802533813
337,-0.19488330720892177,2.242265618641328,-0.016098801656995197
338,-0.23376832304018133,2.218507899071517,-0.009110500490286128
339,-0.24641377072800993,2.1958198913321936,-0.0019741977567373113
340,-0.26295403891550273,2.192980293579695,0.005600430541853944
341,-0.30338511947548413,2.1872003052372726,0.014235939680108356
342,-0.32739660814235694,2.1670174808017935,0.023264586182499335
343,-0.3483426054998827,2.1387172520069484,0.032444604280822076
344,-0.378984839005889,2.1192469767234754,0.042089284888188916
345,-0.40061049304995355,2.107857699688816,0.05206524702548701
346,-0.41459785948550865,2.0847490094785903,0.06196707453081514
347,-0.43301965873807685,2.0537972815802776,0.07171132045942766
348,-0.4593370693250507,2.038747610957793,0.08171025561652762
349,-0.4944011433963953,2.019841241741737,0.09200950427502111
350,-0.5179554313752412,2.0053562823813316,0.10243173966419887
351,-0.5285159039910134,1.9753738129426786,0.11235619111235438
352,-0.5622820365405597,1.9431177612164419,0.12205304732275363
353,-0.574410876648626,1.9008955554692473,0.13085887952184402
354,-0.5730697798951336,1.8609242465164233,0.13861456695479638
355,-0.5704089562649647,1.8129942548006022,0.1450898812994689
356,-0.5833679364581206,1.7881056142587683,0.15102799667089323
357,-0.5901567241528466,1.755114524570337,0.15612758011681627
358,-0.5882875214678573,1.7269136153184161,0.160441770338333
359,-0.5945586986855879,1.7003090298177028,0.16405892167718322
360,-0.6015857020294963,1.66866574585002,0.16682396494286972
361,-0.6235730486933375,1.6434462385727704,0.16894325707920377
362,-0.6197697087940158,1.600767410713432,0.16981355855398925
363,-0.6231078720135304,1.5734336792906949,0.1698905113706893
364,-0.6197639224318333,1.5444399295976265,0.16912515353976884
365,-0.6262293023934126,1.5100001824994853,0.167344638852519
366,-0.6329750952167092,1.4826539475755482,0.16474099916509502
367,-0.6455995166243735,1.4571591698398791,0.16132970666065746
368,-0.6352039047463345,1.4373668560111987,0.1573829787247905
369,-0.6187252995984625,1.4102600703561667,0.1527474206737784
370,-0.6005892194148598,1.397914952922188,0.14788670705599313
371,-0.6047839150306145,1.3512497766529301,0.1416951909761569
372,-0.5936336505234889,1.3165723742439146,0.1346611862636265
373,-0.5883163696490097,1.2937801298799512,0.1270724569847306
374,-0.5821958578510418,1.267899735620066,0.11887168441324611
375,-0.5813481597048639,1.2342915892319157,0.10980547704531823
376,-0.5783555114210216,1.197601700587639,0.09984030865067124
377,-0.549589492504215,1.1605105859021034,0.08942304056300644
378,-0.5033221033243026,1.1248997361541262,0.07902221131274204
379,-0.47991039311484224,1.1057159997813701,0.06866872040562721
380,-0.4504825644199604,1.0740474373377826,0.058293793685263655
381,-0.42543397167268016,1.0465210587162475,0.04796380366324468
382,-0.40136528340901406,1.0514860987035677,0.03826955431246344
383,-0.3835829765405164,1.0434450575527152,0.02885267340238845
384,-0.3407126588392415,1.0243828993971082,0.02017078767102983
385,-0.2966068616291883,1.0014052853270594,0.01229218166858276
386,-0.2752755660917516,0.9938689585433363,0.004879168650021309
387,-0.2382774609865593,0.9866024290142473,-0.0016296543371658269
388,-0.22640335089393931,0.9810190732839613,-0.007872009352237742
389,-0.20106974124979335,0.962523995517103,-0.013578446714531876
390,-0.16629049399414275,0.9517937794977168,-0.018380522533397635
391,-0.15063278426293475,0.9452945314655685,-0.02277367076962392
392,-0.11525171997181213,0.9415933209110829,-0.02615745322666528
393,-0.07501888382984834,0.9414413882872541,-0.028363276419779794
394,-0.040995912638803894,0.9460331829325757,-0.029561876685733506
395,-0.02836026322707627,0.943282304307714,-0.030394329109330747
396,0.003073323710291334,0.9461606634157768,-0.030304464993434015
397,0.019545926479644794,0.9490301177313408,-0.029735253755421198
398,0.059201041664422915,0.9391967864241865,-0.027988551747157583
399,0.09553787245511869,0.9417595582248094,-0.025182262765438578
400,0.12525374221316599,0.9468123720870072,-0.021532703984407306
401,0.14930694472152228,0.9624415347368126,-0.01728195672899379
402,0.17326010153385416,0.9708403836874329,-0.01241520588567551
403,0.19839868585539608,0.9751151489495773,-0.006885842938106725
404,0.22166483668007253,0.987191470779786,-0.0008284720126379257
405,0.24027054850278093,1.01074173352395,0.005492275441094531
406,0.26243486049789505,1.0207712876702972,0.012272663225257734
407,0.2905358370247377,1.0482127071285323,0.01942170837614815
408,0.30063626287885664,1.0728544348520188,0.026493516739838453
409,0.33341348907313023,1.0903313371080807,0.03405659863666421
410,0.36717787127858803,1.1075176989742388,0.04207777489339288
411,0.40361552259362066,1.120293956855827,0.05062820354692809
412,0.42175802882726476,1.1629202334245765,0.058747152043911524
413,0.45612490116815224,1.1789334611498803,0.06715821068893853
414,0.46999183768468294,1.2167528071284024,0.07500871807327057
415,0.4845086598935218,1.2351948893625682,0.08267854517849663
416,0.4917889961331304,1.2450390655976056,0.09023442443016785
417,0.5001123361500481,1.2586078391441244,0.09759852607699619
418,0.5178115872004794,1.2822371962615222,0.1046413765060141
419,0.522056608013463,1.3224911913367987,0.11076899352984187
420,0.5322047910407566,1.3572676078042611,0.11614550962909068
421,0.5495484755169656,1.3821446917196438,0.12104299732877263
422,0.5627493041603122,1.39703258350244,0.12565497201453713
423,0.576318348303768,1.4253727830574574,0.12960338090663798
424,0.6081169254912465,1.4555115027719228,0.1328893343952601
425,0.6085584372629439,1.4777002522813647,0.13554657500366193
426,0.6076517489399423,1.5000531115786655,0.1375644015584671
427,0.6230761254027434,1.522226297458935,0.13898096248065533
428,0.6197962092195108,1.5656081399263317,0.13913164472516068
429,0.6247697729630389,1.586328048572647,0.13867742958995474
430,0.6303225362745407,1.610051345719819,0.13752087077828054
431,0.6132028482251266,1.6415508432021193,0.13548664420022255
432,0.6276268501583921,1.6858003814908615,0.13211741668784915
433,0.6180122987437051,1.7090337711062693,0.12812530849012818
434,0.6144669872456572,1.7408632383410143,0.12324653097241774
435,0.6261066178488806,1.7762748355519276,0.11726834486970265
436,0.6079218641116856,1.8038050803151975,0.11067409775203758
437,0.5890672632415079,1.8185700322529823,0.10386133150994657
438,0.5947505287024014,1.8460180491289049,0.09624793705661662
439,0.5834003921467524,1.8688570430274625,0.08815939297101238
440,0.5806009757023535,1.8962360672682546,0.07939049766932209
441,0.5593060142056531,1.9489317181032282,0.06959596925371352
442,0.5512882115031607,1.9705672280301907,0.05940292097467523
443,0.550294918852771,2.0035753942677634,0.04843702163243714
444,0.5257322346181047,2.0355616077085283,0.03719031578032576
445,0.514408620818243,2.0665604805352533,0.025487520917328615
446,0.49569616393463123,2.0993663068442854,0.013494177901848788
447,0.4821741701688827,2.1338152606696865,0.00111920427521945
448,0.46197419001541334,2.1708221786053064,-0.011464786624647127
449,0.43520813639843686,2.1914368087312943,-0.023723968896824536
450,0.3979609638997494,2.2245818556414694,-0.035508959711667384
451,0.3636177927515986,2.247645561603043,-0.04664709432572426
452,0.34508531348251875,2.2657158998963536,-0.057477431549277
453,0.31353349569993516,2.284540738698608,-0.06757313797622747
454,0.2882625906566996,2.2863632668687206,-0.07689839474918188
455,0.27709286769337876,2.307032455304812,-0.08608324067104775
456,0.24570918890926452,2.3176327014247127,-0.0943452825453572
457,0.22751769354093185,2.332288751980096,-0.10212712611622485
458,0.1958077867487364,2.3426137909189895,-0.10891177474397777
459,0.1628019347269437,2.3584207034644233,-0.11465504292246813
460,0.12930887474750563,2.362060553519577,-0.11924073707409442
461,0.08348159552485197,2.3792443119306723,-0.12225599398994781
462,0.040319577841974916,2.3847432418208916,-0.1237212194557307
463,-0.01126243708157927,2.3987091408277865,-0.12330647705485466
464,-0.04431637700970331,2.392556812405546,-0.12168426267704831
465,-0.08159116645552617,2.405996959065868,-0.11866290589132959
466,-0.09985115359659419,2.396369930320268,-0.11499978523441456
467,-0.15858605736539805,2.3769055256786014,-0.10930196143334443
468,-0.19968654949005968,2.373409561925324,-0.1021691145624006
469,-0.22856169991034492,2.35327912782043,-0.09418180083012313
470,-0.26945460154953155,2.344388291770868,-0.08488177686637174
471,-0.29566550087801907,2.3182749598896333,-0.0749780086778153
472,-0.33064684647542625,2.3102081447512517,-0.06403951744265972
473,-0.37504036619216097,2.3124417694759165,-0.05166735558679979
474,-0.4157345521886784,2.278871013274814,-0.038534318348933026
475,-0.44581978166704184,2.2582220519988927,-0.024853500963591346
